CNTYVTD,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
"0490303",494,112,6
"0490306",920,103,5
"0490307",365,46,1
"0490308",311,22,3
"0490316",139,12,0
"0490318",831,118,7
"0490410",1196,131,3
"0490411",411,146,6
"0490417",999,115,7
"0510113",356,47,1
"0510114",651,228,10
"0510203",196,52,8
"0510204",370,60,1
"0510207",168,86,2
"0510211",489,105,1
"0510215",182,42,1
"0510301",595,167,4
"0510305",290,63,1
"0510308",219,60,1
"0510309",393,80,2
"0510406",330,226,3
"0510410",840,211,10
"0530001",784,161,10
"0530002",1145,418,15
"0530003",423,193,10
"0530004",1043,431,19
"0530005",497,201,4
"0530006",281,101,6
"0530007",329,86,8
"0530008",590,140,2
"0530009",1311,351,18
"0530010",674,186,5
"0530011",209,33,4
"0530012",758,225,13
"0530013",405,132,9
"0530014",280,55,2
"0530015",339,100,5
"0530016",257,59,1
"0530017",899,199,7
"0530018",463,196,7
"0530019",1782,566,21
"0530020",1390,611,21
"0550100",113,152,4
"0550101",174,225,2
"0550102",284,122,2
"0550103",641,602,13
"0550104",194,93,2
"0550105",23,35,1
"0550107",0,0,0
"0550108",27,28,0
"0550109",12,1,0
"0550110",36,29,0
"0550111",259,245,4
"0550112",0,0,0
"0550113",0,0,0
"0550114",0,0,0
"0550115",0,0,0
"0550116",0,0,0
"0550117",0,0,0
"0550118",43,39,0
"0550201",292,181,3
"0550202",406,201,6
"0550203",420,166,8
"0550204",573,187,5
"0550205",146,32,1
"0550206",255,182,4
"0550301",256,296,8
"0550302",357,403,10
"0550303",251,193,5
"0550305",150,102,1
"0550306",77,86,0
"0550307",0,0,0
"0550400",23,20,0
"0550401",106,292,5
"0550402",280,565,7
"0550404",332,389,9
"0550405",350,249,7
"0550407",2,4,0
"0550408",2,8,0
"0550409",13,5,0
"0550410",0,0,0
"0550412",50,95,0
"0570001",42,114,0
"0570002",140,197,5
"0570003",9,22,0
"0570004",117,107,1
"0570005",121,36,0
"0570006",217,64,1
"0570007",128,130,2
"0570008",70,111,1
"0570009",9,15,0
"0570010",42,29,0
"0570011",145,57,1
"0570012",581,179,3
"0570013",6,11,1
"0570014",46,33,0
"0570015",54,45,0
"0570016",330,194,5
"0570017",235,127,2
"0570018",146,43,2
"0570019",274,46,5
"0570020",20,12,0
"0570021",58,21,0
"0570022",125,34,1
"0570023",133,40,2
"0570024",637,132,12
"0570025",513,75,3
"0590001",1042,162,16
"0590002",889,157,5
"0590003",969,138,8
"0590004",802,58,5
"0590005",75,7,0
"0590006",356,55,3
"0590007",240,33,3
"0610001",367,446,10
"0610002",165,107,0
"0610003",307,578,3
"0610004",612,826,9
"0610005",40,165,4
"0610006",64,321,4
"0610007",32,112,0
"0610008",35,139,2
"0610009",142,535,10
"0610010",97,410,3
"0610011",153,468,8
"0610012",355,635,3
"0610013",59,166,2
"0610014",214,579,8
"0610015",256,610,13
"0610016",203,243,5
"0610017",350,820,7
"0610018",280,563,4
"0610019",211,425,9
"0610020",309,255,0
"0610021",263,549,6
"0610022",246,575,7
"0610023",50,37,0
"0610024",98,321,0
"0610025",95,183,2
"0610026",574,591,12
"0610027",236,680,4
"0610028",269,327,1
"0610029",669,536,7
"0610030",289,217,5
"0610031",54,83,3
"0610032",483,563,9
"0610033",71,148,2
"0610034",51,54,0
"0610035",319,290,6
"0610036",362,473,2
"0610037",90,366,4
"0610038",153,232,2
"0610039",126,279,1
"0610040",298,549,10
"0610041",389,1004,8
"0610042",96,283,2
"0610043",126,269,1
"0610044",884,738,11
"0610045",127,500,3
"0610046",379,960,11
"0610047",68,277,0
"0610048",217,393,6
"0610049",106,178,3
"0610050",836,1002,7
"0610051",132,223,2
"0610052",735,475,8
"0610053",176,737,9
"0610054",527,1316,13
"0610055",446,783,13
"0610056",450,432,5
"0610057",152,142,2
"0610058",627,671,8
"0610059",58,137,0
"0610060",92,203,1
"0610061",289,665,6
"0610062",307,819,8
"0610063",187,544,7
"0610064",532,547,8
"0610065",404,630,7
"0610066",828,912,8
"0610067",920,666,13
"0610068",134,532,5
"0610069",249,928,11
"0610070",66,268,1
"0610071",218,871,12
"0610072",388,884,14
"0610073",492,1159,8
"0610074",368,985,11
"0610075",197,769,8
"0610076",182,323,2
"0610077",183,690,12
"0610078",579,681,9
"0610079",616,687,6
"0610080",1184,919,13
"0610081",272,324,3
"0610082",164,522,7
"0610083",235,273,3
"0610084",491,469,9
"0610085",269,251,5
"0610086",122,348,5
"0610087",543,369,5
"0610095",110,213,3
"0610096",99,394,5
"0610097",56,192,2
"0610098",605,1519,22
"0610099",63,75,1
"0610100",616,1467,9
"0610101",113,219,1
"0610102",317,509,3
"0610103",38,85,1
"0610104",25,46,1
"0610105",8,17,0
"0610106",378,663,10
"0610107",57,157,4
"0610108",0,0,0
"0610109",0,0,0
"0631001",675,272,5
"0632002",920,246,8
"0633003",420,374,8
"0634004",734,227,3
"0650101",275,31,1
"0650102",50,0,0
"0650103",207,36,2
"0650201",555,63,8
"0650301",357,40,7
"0650302",172,19,0
"0650401",397,51,4
"0650402",172,4,0
"0670001",1336,326,8
"0670002",175,53,2
"0670004",164,70,2
"0670005",380,87,2
"0670006",248,30,2
"0670007",776,208,3
"0670009",412,151,1
"0670011",251,99,1
"0670012",307,123,3
"0670014",944,172,7
"0670015",297,38,0
"0670016",245,29,2
"0670017",1421,260,7
"0670018",286,15,1
"0670019",227,23,0
"0670021",141,14,2
"067013T",423,306,2
"067020E",115,20,0
"0690101",120,99,1
"0690105",23,5,0
"0690201",141,109,0
"0690206",67,12,0
"0690301",375,93,4
"0690307",75,7,0
"0690401",87,47,1
"0690408",331,22,4
"0710001",290,58,3
"0710002",255,145,5
"0710003",164,106,3
"0710004",1796,253,15
"0710005",1205,198,13
"0710006",821,275,6
"0710007",941,204,5
"0710008",2170,350,17
"0710009",151,30,3
"0710010",2050,329,15
"0710011",936,299,7
"0710012",505,191,8
"0710013",0,0,0
"0710014",198,35,0
"0710015",664,453,9
"0730012",584,135,4
"0730013",561,60,1
"0730014",742,67,4
"0730015",1154,425,11
"0730022",232,77,3
"0730023",530,70,7
"0730024",658,230,6
"0730025",418,85,5
"0730026",383,166,4
"0730027",489,152,4
"0730028",302,34,0
"0730032",392,65,0
"0730033",713,188,4
"0730034",702,97,4
"0730035",461,124,9
"0730036",820,157,6
"0730037",130,74,2
"0730038",116,118,3
"0730042",108,362,4
"0730043",288,204,9
"0730044",700,84,6
"0730045",284,114,2
"0730046",364,62,2
"0730047",171,14,1
"0730048",319,36,2
"0750101",343,44,0
"0750201",419,43,3
"0750301",326,83,4
"0750401",437,64,1
"0770001",402,74,10
"0770006",194,45,2
"0770008",383,68,8
"0770009",239,42,4
"0770010",151,21,1
"0770011",446,41,2
"0770012",164,30,0
"0770013",76,14,1
"0770014",95,13,0
"0770015",169,40,1
"0770017",505,88,1
"0770020",254,11,0
"0770024",169,14,1
"0770026",102,11,0
"0770027",222,28,0
"0770032",139,7,0
"0790101",138,32,2
"0790202",198,47,2
"0790303",36,1,0
"0790306",104,38,1
"0790404",65,22,0
"0810001",291,27,8
"0810002",349,30,1
"0810003",293,42,1
"0810004",217,38,0
"0830001",710,68,2
"0830002",515,92,3
"0830003",569,76,4
"0830004",754,91,6
"083002E",211,24,1
"0850001",860,867,22
"0850002",1015,1112,16
"0850003",158,709,5
"0850004",690,321,9
"0850005",469,275,12
"0850006",1591,1714,32
"0850007",418,428,11
"0850008",994,377,8
"0850009",1630,1242,45
"0850010",334,89,6
"0850011",1638,514,22
"0850012",757,459,7
"0850013",1714,574,25
"0850014",630,1008,12
"0850015",409,470,10
"0850016",1088,543,21
"0850017",930,630,15
"0850018",366,92,3
"0850019",595,484,13
"0850020",417,140,5
"0850021",1304,1368,33
"0850022",1690,448,14
"0850023",280,913,10
"0850024",364,817,7
"0850025",1616,1740,21
"0850026",461,513,4
"0850027",823,701,15
"0850028",731,834,19
"0850029",640,322,8
"0850030",1895,1519,40
"0850031",809,659,14
"0850032",870,766,18
"0850033",1563,640,15
"0850034",1022,1574,16
"0850035",666,171,6
"0850036",781,529,8
"0850037",922,173,9
"0850038",1776,2149,24
"0850039",669,982,16
"0850040",1350,811,22
"0850041",1557,723,17
"0850042",630,248,9
"0850043",1440,1594,21
"0850044",314,375,9
"0850045",987,641,12
"0850046",545,922,17
"0850047",738,821,24
"0850048",1017,1147,19
"0850049",878,637,13
"0850050",421,1057,11
"0850051",266,562,9
"0850052",608,1444,10
"0850053",815,683,23
"0850054",642,1038,23
"0850055",750,1383,25
"0850056",1933,1355,31
"0850057",1331,1151,28
"0850058",919,1095,12
"0850059",1304,1023,16
"0850060",1021,463,13
"0850061",645,488,10
"0850062",685,837,23
"0850063",811,602,12
"0850064",742,850,18
"0850065",375,358,8
"0850066",619,640,16
"0850067",756,801,12
"0850068",556,575,8
"0850069",1253,1218,20
"0850070",723,543,14
"0850071",594,597,7
"0850072",525,430,14
"0850073",358,647,5
"0850074",562,579,14
"0850075",777,497,10
"0850076",1158,1025,18
"0850077",862,1202,10
"0850078",801,961,21
"0850079",706,732,10
"0850080",1046,1042,16
"0850081",735,998,19
"0850082",714,753,15
"0850083",1816,1003,23
"0850084",731,751,9
"0850085",781,1030,15
"0850086",926,877,15
"0850087",1666,2184,21
"0850088",242,822,11
"0850089",1402,1696,21
"0850090",1264,837,12
"0850091",692,725,14
"0850092",804,926,16
"0850093",127,23,1
"0850094",1119,1433,19
"0850095",854,994,28
"0850096",262,332,6
"0850097",690,280,4
"0850098",427,281,0
"0850099",66,75,3
"0850100",8,3,0
"0850101",1069,1048,18
"0850102",1132,596,12
"0850103",264,405,6
"0850104",318,848,10
"0850105",389,330,4
"0850106",589,555,19
"0850107",998,1127,14
"0850108",773,1004,13
"0850109",1205,1059,14
"0850110",878,848,19
"0850111",1638,1177,14
"0850112",929,959,13
"0850113",910,897,24
"0850114",641,223,7
"0850115",876,1051,11
"0850116",1591,1428,13
"0850117",1127,1210,18
"0850118",1502,1091,19
"0850119",1762,1690,14
"0850120",1242,988,26
"0850121",569,1127,7
"0850122",2022,1050,24
"0850123",697,593,5
"0850124",825,950,12
"0850125",1233,1739,27
"0850126",1356,1252,27
"0850127",1034,1092,20
"0850128",2297,865,27
"0850129",1223,1065,9
"0850130",1016,1218,17
"0850131",2151,1356,28
"0850132",767,968,6
"0850133",660,638,17
"0850134A",1263,1600,18
"0850134B",4,5,0
"0850134C",0,0,0
"0850135",1030,1313,20
"0850136",690,591,5
"0850137",686,565,4
"0850138",537,359,11
"0850139",1001,1451,13
"0850140",1843,976,22
"0850141",986,1077,16
"0850142",873,999,12
"0850143",746,524,3
"0850144",897,765,14
"0850145",422,535,9
"0850146",1244,1367,29
"0850147",510,513,7
"0850148",0,2,0
"0850149",1349,1086,21
"0850150",370,269,1
"0850151",411,534,8
"0850152",12,38,0
"0850153",1559,1395,20
"0850154",482,82,5
"0850155",848,679,10
"0850156",1115,954,10
"0850157",1104,1219,9
"0850158",644,871,8
"0850159",1279,1515,26
"0850160",192,29,1
"0850161",121,65,5
"0850162",143,27,1
"0850163",1069,1077,25
"0850164",482,321,2
"0850165",373,235,6
"0850166",1180,1150,15
"0850167",1153,1673,22
"0850168",759,395,17
"0850169",823,957,18
"0850170",636,399,12
"0850171",1493,1427,15
"0850172",1097,624,19
"0850173",282,139,3
"0850174",1210,1013,25
"0850175",603,398,11
"0850176",618,1079,17
"0850177",1247,1140,19
"0850178",948,323,7
"0850179",2403,894,23
"0850180",180,113,6
"0850181",542,314,5
"0850182",2,2,0
"0850183",48,9,0
"0850184",0,0,0
"0850185",19,14,0
"0850186",54,7,0
"0850187",240,35,3
"0850188",34,6,0
"0850189",362,59,2
"0850190",34,8,1
"0850191",159,45,0
"0850192",746,209,8
"0850193",381,98,5
"0850194",14,3,0
"0850195",416,107,11
"0850196",580,435,14
"0850197",279,454,6
"0850198",60,17,0
"0850199",645,224,6
"0850200",2,1,0
"0850201",2,1,0
"0850202",5,3,0
"0850203",1245,698,18
"0850204",145,87,4
"0850205",14,3,0
"0850206",588,356,4
"0850207",1241,910,28
"0850208",564,291,7
"0850209",250,215,1
"0850210",405,576,6
"0850211",1699,1704,34
"0850212",921,1139,14
"0850213",880,972,16
"0850214",1663,505,10
"0850215",678,320,7
"0850216",1887,869,22
"0850217",665,394,14
"0850218",1012,1043,9
"0850219",848,718,14
"0850220",788,1013,7
"0850221",1751,982,23
"0850222",832,982,10
"0850223",643,522,8
"0850224",2450,977,20
"0850225",902,1171,10
"0850226",1199,1221,18
"0870101",269,38,2
"0870201",131,20,2
"0870202",25,2,0
"0870301",163,19,0
"0870302",28,3,0
"0870401",144,22,1
"0870402",54,9,0
"0890101",857,332,3
"0890102",136,32,1
"0890103",321,54,1
"0890201",1351,351,13
"0890202",274,50,1
"0890302",620,103,1
"0890303",344,52,0
"0890304",273,47,1
"0890305",806,220,6
"0890401",157,75,0
"0890402",640,509,6
"0910101",1606,858,26
"0910102",1951,461,18
"0910103",1871,527,22
"0910104",1036,325,21
"0910105A",2556,810,36
"0910105B",44,13,0
"0910105C",1,0,0
"0910105D",0,0,0
"0910106A",2198,530,21
"0910106B",130,32,1
"0910107",1088,341,12
"0910201",1725,889,34
"0910202A",424,182,3
"0910202B",45,19,1
"0910203A",1808,597,16
"0910203B",51,17,1
"0910203C",0,0,0
"0910204",1748,518,23
"0910205",2651,998,32
"0910206",2625,723,36
"0910207",1357,397,8
"0910208",1020,289,3
"0910301",849,935,21
"0910302",1660,1065,42
"0910303",212,266,2
"0910304",1204,854,18
"0910305",832,441,12
"0910306",509,316,13
"0910401",924,424,15
"0910402",2106,781,39
"0910403",2607,768,23
"0910404",1720,545,17
"0910405",1827,508,23
"0910406",2194,942,21
"0910407",1500,459,26
"0930001",671,121,4
"0930002",642,136,4
"0930004",44,11,1
"0930005",294,56,2
"0930006",199,35,0
"0930007",139,25,1
"0930009",100,15,0
"0930010",182,41,0
"0930011",243,67,4
"0930012",818,213,4
"0930013",114,22,1
"0930014",58,13,1
"0930015",239,26,5
"0930016",57,0,3
"0950101",220,37,4
"0950102",50,10,2
"0950203",91,4,0
"0950204",51,12,0
"0950205",68,19,0
"0950306",140,48,3
"0950407",63,0,0
"0950408",120,33,5
"0970001",482,227,12
"0970002",78,26,0
"0970003",213,52,2
"0970004",211,53,5
"0970005",459,158,8
"0970006",278,25,0
"0970007",719,128,4
"0970008",426,65,1
"0970009",726,96,5
"0970010",1029,191,9
"0970011",1101,259,11
"0970012",403,76,5
"0970014",171,34,2
"0970015",133,10,1
"0970017",292,18,0
"0970018",1082,115,10
"0970019",231,36,1
"0970020",262,44,1
"0970021",765,65,3
"0970022",1171,203,8
"0970026",172,63,5
"0970027",92,39,0
"0970028",37,15,1
"0970030",72,41,0
"0970031",45,24,0
"0970033",258,39,3
"0970034",101,112,4
"0970035",225,138,5
"0970037",634,193,5
"0990101",1435,1042,30
"0990102",654,94,5
"0990103",158,25,0
"0990104",1150,742,24
"0990205",1103,230,13
"0990206",332,361,5
"0990207",916,743,27
"0990308",1643,317,12
"0990309",305,42,2
"0990310",203,48,0
"0990311",23,44,2
"0990412",856,622,30
"0990413",965,231,11
"0990414",230,18,0
"0990415",117,20,0
"0990416",536,488,9
"1010101",161,26,1
"1010201",141,30,0
"1010301",64,20,1
"1010401",92,21,0
"1030001",292,47,4
"1030002",241,50,0
"1030003",155,68,1
"1030004",148,48,1
"1050001",222,90,1
"1050002",236,76,3
"1050003",270,72,2
"1050004",200,102,2
"1070011",177,89,2
"1070027",295,124,0
"1070039",212,103,1
"1070044",294,121,4
"1090001",66,135,3
"1090002",81,134,1
"1090004",62,117,0
"10903-3",14,15,0
"10903-5",74,120,5
"1110001",157,16,1
"1110002",20,0,0
"1110003",7,0,0
"1110004",17,0,0
"1110005",6,0,0
"1110006",121,13,0
"1110007",149,35,1
"1110008",299,39,4
"1110009",194,36,0
"1131000",39,248,1
"1131001",63,298,8
"1131002",80,464,5
"1131003",147,1596,11
"1131004",474,613,13
"1131005",521,1074,11
"1131006",665,610,9
"1131007",182,130,3
"1131008",228,625,7
"1131009",77,389,4
"1131010",167,757,6
"1131011",50,262,4
"1131012",92,120,4
"1131013",827,1673,33
"1131014",272,959,13
"1131015",403,1163,11
"1131016",41,129,2
"1131017",250,515,14
"1131018",51,120,2
"1131019",458,1397,18
"1131020",317,634,8
"1131021",347,775,7
"1131022",558,1958,16
"1131023",502,903,13
"1131026",88,274,5
"1131027",493,1349,18
"1131028",253,566,2
"1131029",138,623,3
"1131030",376,794,10
"1131032",202,280,6
"1131033",360,451,11
"1131035",34,89,1
"1131036",100,356,5
"1131037",152,457,3
"1131038",122,743,8
"1131039",8,111,0
"1131040",405,1034,7
"1131041",28,279,3
"1131042",28,405,0
"1131043",733,775,6
"1131044",808,766,17
"1131045",126,658,3
"1131046",54,139,6
"1131047",215,540,10
"1131048",818,1115,21
"1131049",617,904,11
"1131050",44,68,1
"1131051",60,99,2
"1131052",736,1568,20
"1131054",160,593,4
"1131055",83,286,5
"1131056",205,370,2
"1131057",252,789,9
"1131058",323,876,17
"1131059",452,670,9
"1131060",1091,2041,23
"1131061",304,667,9
"1131062",7,10,0
"1131063",197,650,10
"1131064",13,56,0
"1131065A",194,980,3
"1131065B",0,0,0
"1131065C",0,0,0
"1131067",2,3,0
"1131068",13,18,0
"1131069",5,31,0
"1131070",151,785,12
"1131071A",460,1350,16
"1131071B",0,0,0
"1131073",250,1240,8
"1131074",84,595,1
"1131075A",225,861,14
"1131075B",0,0,0
"1131076",398,1043,14
"1131077",0,0,0
"1131078",59,435,1
"1131079",263,755,6
"1131080",49,258,5
"1131081",513,1321,10
"1131082",14,100,0
"1131083",139,687,4
"1131084",348,1598,3
"1131085",77,499,3
"1131086",38,149,0
"1131087A",172,1406,10
"1131087B",0,0,0
"1131087C",0,0,0
"1131087D",0,0,0
"1131088",145,700,7
"1131089",63,825,2
"1131090",126,901,5
"1131091",154,766,6
"1131092",138,1200,6
"1131093",54,629,7
"1131094",37,529,2
"1131095",81,535,3
"1131096",50,524,5
"1131097",175,898,6
"1131098",89,766,10
"1131099",2,20,0
"1131100",69,1110,4
"1131101",96,576,1
"1131102",117,639,3
"1131103",36,169,2
"1131104",106,924,5
"1131105",3,20,0
"1131106",16,93,1
"1131107",55,266,0
"1131108",136,874,4
"1131109",36,156,3
"1131110",0,13,0
"1131111",83,469,3
"1131112",26,243,0
"1131113",10,105,0
"1131114",18,242,2
"1131115",158,567,8
"1131116",194,500,5
"1131117",785,1036,7
"1131118",101,623,3
"1131119",52,734,4
"1131120",260,722,11
"1131121",214,804,5
"1131122",22,163,2
"1131124",0,2,1
"1131125",301,584,8
"1131126",56,305,2
"1131127",48,224,3
"1131128",359,175,3
"1131129",4,48,2
"1131130",138,590,4
"1131131",152,560,5
"1131132",5,14,0
"1131133",99,144,2
"1131134",15,176,1
"1131135",58,574,1
"1131136",0,2,0
"1131137",7,13,0
"1131138",0,0,0
"1131139",3,2,0
"1131140",0,0,0
"1131141A",0,0,0
"1131141B",0,0,0
"1131300",556,754,9
"1131301",533,783,11
"1131302",438,804,7
"1131303",4,38,1
"1131304",330,463,5
"1131305",287,448,5
"1131307",3,68,0
"1131308A",317,545,6
"1131308B",0,0,0
"1131309",8,116,0
"1131310",544,842,16
"1131311",621,705,9
"1131312",214,264,6
"1131313",27,151,1
"1131314",322,750,4
"1131315",6,2,0
"1131316",76,264,1
"1131317",0,0,0
"1131500",403,908,12
"1131501",550,894,14
"1131502",657,1438,27
"1131503",323,1024,7
"1131504",589,774,9
"1131700",340,674,8
"1131701",401,575,10
"1131702",516,902,11
"1131703",425,922,18
"1131704",245,469,7
"1131705",385,662,8
"1131706",427,929,12
"1131707",46,161,2
"1131708",115,197,5
"1131709",348,1358,8
"1131710",66,619,1
"1131711",312,697,6
"1131712A",578,592,5
"1131712B",0,0,0
"1131713",298,277,5
"1131714",437,578,6
"1131715",175,547,4
"1131716",826,566,17
"1131717",638,1087,16
"1131718",447,425,8
"1131719",469,903,6
"1131720",631,923,16
"1131721",615,671,13
"1131722",456,984,15
"1131723",23,61,2
"1131724",11,42,0
"1131725",207,126,2
"1131726",439,586,5
"1131727",41,74,4
"1131728",307,419,3
"1131729",221,515,4
"1131730",0,0,0
"1131731",0,0,0
"1132000",1,0,0
"1132001",3,11,0
"1132002",344,509,9
"1132003",963,1021,11
"1132004",680,602,7
"1132005",303,416,5
"1132006",566,545,12
"1132007",1220,993,13
"1132008",632,504,6
"1132009",632,838,21
"1132010",490,541,12
"1132011",776,707,10
"1132012",584,639,9
"1132013",507,392,11
"1132014",244,140,2
"1132015",327,386,7
"1132016",1420,1055,15
"1132017",274,629,11
"1132018",345,299,4
"1132019",653,630,11
"1132020",712,1097,14
"1132021",1554,1125,15
"1132022",266,272,6
"1132023",436,470,5
"1132024",476,582,8
"1132025",1104,798,15
"1132026",1362,831,10
"1132027",745,452,11
"1132028A",0,0,0
"1132028B",0,0,0
"1132029",785,470,8
"1132030",1015,405,8
"1132031",735,1502,21
"1132032",348,782,21
"1132033",541,813,7
"1132034",606,552,9
"1132035",367,658,5
"1132036",828,896,10
